Park Plaza Westminster Bridge London,"The location of this hotel is great. We ended up staying a further couple of nights just because of this.
It was clean, friendly, but rather busy. … Read more",5/5
Park Plaza Westminster Bridge London,The only good thing about this hotel is its prime sight-seeing location. The service is subpar. We had to wait several hours for a room to become available after full day of traveling even though our reservations were booked months in … Read more,1/5
Park Plaza Westminster Bridge London,I recently had an extremely disappointing experience during my 3-night stay at Park Plaza Westminster Bridge London with my son who has allergies. I must say that I was utterly disgusted with the level of service we received. When we … Read more,1/5
Park Plaza Westminster Bridge London,"Awesome hotel, rooms are spotless, staff service and attention to detail is second to none and the central location is perfect even if it is a bit pricy compared to other hotels everybody should stay here at least once on a visit to London. … Read more",5/5
Park Plaza Westminster Bridge London,Me and my daughter picked this hotel as it's location is perfect and has everything within close range. We traveled up to London as a birthday treat for us both (our birthdays are very close) … Read more,5/5
Park Plaza Westminster Bridge London,"This hotel is in a great location however, our experience was significantly affected by the lack of attention to detail.
Things not cleaned properly, not enough staff on for breakfast, no attention … Read more",1/5
Park Plaza Westminster Bridge London,"First of all, it was £943.42 for 2 nights, so we expect a very pleasant stay in a comfortable room with good service. … Read more",1/5
Park Plaza Westminster Bridge London,"The hotel is in a phenomenal location! Your within waking distance to the London Eye, Buckingham Palace, Westminster Abbey as well as the hop on hop off buses! The morning breakfast is delicious and if you want something else, the Illy Cafe … Read more",5/5
Park Plaza Westminster Bridge London,"I recently stayed at the Park Plaza Westminster Bridge Hotel and wanted to share my experience with a standout staff member, Yoyo. … Read more",4/5
Park Plaza Westminster Bridge London,"WORST STAY IN A 4 STAR HOTEL EVER
The room was poorly furnished, with no views, very dark and it was impossible to … Read more",1/5
Park Plaza Westminster Bridge London,"What an extravagant hotel. From the moment you walk through the doors, to reception; even the walk to the room was just mesmerising. The artwork on the walls as you walk through the passage and the positive affirmations printed on the … Read more",5/5
Park Plaza Westminster Bridge London,"Park Plaza Westminster Bridge Hotel
I would like to extolled the unique and excellent services I and my family got from miss Shamar from the hotel reception regarding our order food from … Read more",5/5
Park Plaza Westminster Bridge London,"Located very strategically behind the London Eye and have 2 tube stations nearby - Waterloo and Westminster. There is another Park Plaza just beside this, so do not get confused 😄 Loved the room and hospitality. Very friendly staffs and … Read more",4/5
Park Plaza Westminster Bridge London,"I love the hotel and spa.
The spa is wonderful I always use the gym when I’m there the staff is great ! Especially Raluca very helpful always friendly eager to help. All of the staff is … Read more",5/5
Park Plaza Westminster Bridge London,"One of the best Stay ever!
Thank you very much Myriam to make my Stay memorable! I upgrade my room with a view and I loved it,after we went in the room she gave us a call to make sure … Read more",5/5
Park Plaza Westminster Bridge London,"Bad !!!very bad traffic signals to get to the hotel + the hotel has NO PARKING ❗😔 I ENTERED THE BUS LINE, BIKE LANES.
London is ugly for trafic . … Read more",1/5
Park Plaza Westminster Bridge London,"Just came back from my holiday an I must say Park plaza made my stay in london comfortable and cosy.
The staff was polite, I would like to express my gratitude to the reception … Read more",4/5
Park Plaza Westminster Bridge London,The concierge desk customer service is atrocious. They separated one of our luggage bags and didn't want to accept any responsibility. Had to drive an hour back into London after not being able to resolve over there phone as the customer … Read more,1/5
Park Plaza Westminster Bridge London,The room booked via expedia was not room i paid for at full price that was provided. No access to refridgerator and no microwave. Manager on duty Francesco basically told me to pay more if i want more as he gets many complaints on the same … Read more,1/5
Park Plaza Westminster Bridge London,"Very bad check in and check out experience:
1- I booked for 1 night earlier as I was arriving 6 am, when I arrived they told me your booking was cancelled as it was no show although it was fully paid … Read more",1/5
Park Plaza Westminster Bridge London,"I would like to start this off by saying I am an American gal so the size of the room was extremely too small for me. However, I know that things in the USA (calories, fast food, etc) are usually larger in comparison to a lot of European … Read more",3/5
Park Plaza Westminster Bridge London,"Wheelchair users - BEWARE!!
We stayed here for a night mid February in an accessible room. We've stayed in many hotels in the UK and oversees and this room was the worst adapted one so … Read more",1/5
Park Plaza Westminster Bridge London,"Could not fault this hotel for our 2 night stay. Every member of staff always had a smile, were polite and accommodating. Hotel is in a fab location, a minutes walk from the London Eye. We stayed in room 966, which was clean & had a good … Read more",5/5
Park Plaza Westminster Bridge London,I just wanted to complement Mariana at the front desk.With her quick thinking & determination she found a way to make my problem disappear with her gracious smile & tactical expertise. … Read more,5/5
Park Plaza Westminster Bridge London,THEY HOTEL STAFF THREW AWAY A MEDICAL DEVICE OF OVER 400 DOLLARS AND THEY ARE NOT CAPABLE OF ANSWERING. DO NOT STAY HERE IF YOU DON'T WANT YOUR IMPORTANT STUFF TO GET THROWN AWAY INTO THE TRASH AND FOR THEM TO BRUSH IT OFF AND DO NOTHING … Read more,1/5
Park Plaza Westminster Bridge London,"Stayed on business in mid July. On the positive side, the hotel has a great central location. Easy walking to many tourist sites, rail and tube stations. Room was a good size and well appointed. Clean and tidy on arrival. … Read more",5/5
Park Plaza Westminster Bridge London,I have never stayed at this hotel but attended a few gala dinners. It's a brilliant venue. There's a free cloak room which I use to store my fold up bicycle. The galas are normally black tie events. … Read more,4/5
Park Plaza Westminster Bridge London,"Location is good
others is terrible
Food👎 … Read more",3/5
Park Plaza Westminster Bridge London,"This hotel is in excellent location - you can easily treat this hotel as a base for sightseeing! A large number of London's attractions you can do by foot!
Great - very ""warm"" rooms. Very friendly and professional service. … Read more",5/5
Park Plaza Westminster Bridge London,"Rooms in the past haven't been too bad, however the way I was spoken to and sworn at today was absolutely ridiculous. Let alone from middle end hotel. … Read more",1/5
Park Plaza Westminster Bridge London,Ana was lovely at the reception she updated our room which our room was available when we arrived so she updated with a beautiful room with a lovely view. Thank you so much. Staff were lovely … Read more,5/5
Park Plaza Westminster Bridge London,"Super Hotel, amazing staff, best location !
We were there for 7 nights with a family of 5 so we booked 2 rooms. The hotel is easily accessible from Waterloo underground or Waterloo train station. The … Read more",5/5
Park Plaza Westminster Bridge London,"The hotel was, overall, fine. It didn’t quite meet my expectations for a 4-star hotel. It was very impersonal, and lacked the charm that alot of London hotels have. The check in service was fine. The lobby was busy and kind of smoky … Read more",2/5
Park Plaza Westminster Bridge London,"It’s a really good hotel! The service is very good. The room view is perfect I don’t think there is better than this in London.
Breakfast was okay … you have to pay extra for omelet 7£ extra (even if your … Read more",4/5
Park Plaza Westminster Bridge London,"I recently spent a weekend at the Park Plaza Westminster Bridge London and I can honestly say it was a fantastic experience. The hotel itself is beautiful and modern, with stunning views of the River Thames and the London skyline. The staff … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Check in was very simple and prompt, I paid for a premium room & had a great sleep, the bed was very comfortable and I love how effective the blackout curtains were. I had a clear view of Wembley Stadium to top it off. Breakfast was great … Read more",5/5
Premier Inn London Wembley Stadium hotel,One of the nicer Premier Inns I've been to. It was inviting with lovely interior. Only a couple of minutes walk to the Wembley arenas and nearby shopping village. … Read more,5/5
Premier Inn London Wembley Stadium hotel,"Standard premier inn, you know exactly what you are getting. Room was clean and had everything you needed in it.
Great location for what we needed and with no events on at Wembley the price was … Read more",5/5
Premier Inn London Wembley Stadium hotel,A very middle of the road Premier Inn. I stayed for business on a day when there was nothing on at the Arena and so the hotel was almost empty. You would think this translated into better service - nope! … Read more,3/5
Premier Inn London Wembley Stadium hotel,"Not the usual premier Inn standard. Our room was dirty, bathroom fixtures were broken and when the check in kiosk didn't work, the staff weren't particularly friendly or welcoming. … Read more",3/5
Premier Inn London Wembley Stadium hotel,"This place is resting on its laurels relying on its location, but at nearly £400 for two nights , frankly it's not worth it and it dissuades me from booking premier inns in the future. The good bits: rooms a typical P.I rooms , quality … Read more",3/5
Premier Inn London Wembley Stadium hotel,"We actually booked this hotel by mistake - there are 2 Wembley Premier Inn's, and we thought we had booked the hotel next to Wembley Park Station. However, it turned out that this hotel was much better for us, staying as a family of 4 for a … Read more",4/5
Premier Inn London Wembley Stadium hotel,"Room was 'tired' but comfortable - paint peeling, stains on carpet. Accessible room - beds lower and not good if you struggle with bad back/ mobility. Not a good night sleep. … Read more",3/5
Premier Inn London Wembley Stadium hotel,Awful service! I called 3x and no one picked up but when it finally went through no one was answering. We could hear people in the background giggling and someone breathing so clearly someone has picked up the phone but for some reason … Read more,1/5
Premier Inn London Wembley Stadium hotel,"Good hotel, has everything you need, room was a bit cramped as a family room. I think it should have been bigger, with a better layout for the beds. The veiw was also very disappointing, as we had a fence which was approx 3 feet away from … Read more",4/5
Premier Inn London Wembley Stadium hotel,Perfect place to stay if you're going to Wembley Stadium for an event. We stopped on floor 13 and had great views of the stadium (even numbers faced the stadium in case you want the same view) and the lifts worked quickly. Solid service and … Read more,5/5
Premier Inn London Wembley Stadium hotel,"Lovely staff member rooms are clean as well.
Only one issue at night time you will get lots of smell at night outside the room It looks like someone is smoking vid. … Read more",4/5
Premier Inn London Wembley Stadium hotel,"Stayed for one night after a concert at OVO Arena Wembley, great location!, just minutes walk. The bed was big and comfortable, the room had a spare bed, maybe it's a standard as we have not requested it … Read more",4/5
Premier Inn London Wembley Stadium hotel,"Full marks for the location. However, trying to find the same using SatNav is a nightmare. Called the hotel, and they didn't know either or could guide us on how to find the hotel, … Read more",5/5
Premier Inn London Wembley Stadium hotel,Some of the staff is not very kind / friendly in the day shift. Rooms are ok could be more clean from dust and not set 26°C as per default. Breakfast was a quite stressful moment as we paid for breakfast but the staff did not list us and … Read more,3/5
Premier Inn London Wembley Stadium hotel,"We had booked the Premier Inn on Wembley Park when we booked our Wembley Arena gig tickets. The location is great-about 5 minutes walk from the venue, and the hotel was clean and modern. Check in staff member was great-friendly, helpful and … Read more",4/5
Premier Inn London Wembley Stadium hotel,"This hotel is the same as every premier Inn, comfy clean well appointed.
What sets it apart is the location, right opposite Wembley stadium and very central to the train stations. … Read more",5/5
Premier Inn London Wembley Stadium hotel,Our overall stay was very peaceful and relaxing. The bathroom had a bath and shower so it was nice to have a cosy bath before bed while staying at the hotel. The bed was cosy and the bedroom temperature wasn't cold. Everything was clean and … Read more,4/5
Premier Inn London Wembley Stadium hotel,Our booking was completely wrong due to a lack of action and communication from the premier inn customer relations team. … Read more,1/5
Premier Inn London Wembley Stadium hotel,"Not a great as usual.. Our blanket, sheet and the mattress weren’t clean, it was so much rubbish under the bed, dirty carpet, not a great cleanliness in the room. We have got a free breakfast as compensation. … Read more",3/5
Premier Inn London Wembley Stadium hotel,We stayed for two nights for an event at Wembley stadium and the experience was fantastic. Lovely room very friendly and helpful staff. Breakfast was fantastic and had 2 great nights sleep on the very comfortable bed. … Read more,5/5
Premier Inn London Wembley Stadium hotel,Nice warm welcome when checking in. Multiple self checkin machines but I queued for reception (less than 5 mins). Easy to check in. … Read more,3/5
Premier Inn London Wembley Stadium hotel,"The best bed I slept on, room is not huge (standard room), but it's very nice to bring someone and spend some quality time. Breakfast also didn't disappoint, you can basically grab anything you want and the options are good. … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Booked this for a concert. The room was immaculate, as was the entrance and lift areas. The bar was clean and tidy the staff were fantastic - I had asked they leave something in the room beforehand for my anniversary and they sorted it. So … Read more",5/5
Premier Inn London Wembley Stadium hotel,"We travelled down from Liverpool for a show at the arena and my mum booked us this stay as a present and it didn’t disappoint! The distance to the arena is so convenient but aside from that the cleanliness, security, and overall quality of … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Because the windows are not opening there was water on the window always, and the air-conditioning didnt help. It felt very humid in the room.
Breakfast is good but a bit overrated, you can get something different every day … Read more",4/5
Premier Inn London Wembley Stadium hotel,"Location: Perfect for access to multiple motorways and to London itself. Also very easy to find.
- … Read more",2/5
Premier Inn London Wembley Stadium hotel,"So, we did a latish booking for a few nights just after Xmas. Booked a couple of Premier Inn Plus rooms. Before u ask, they r better than the normal rooms, and probably worth the extra cash in term of comfort. … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Although it's over six miles from the centre the tube makes it easy to get to and from. Was a third of the price of central standard hotels and was great! Staff were great, food was amazing! Best value in my entire week in London. Typical … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Such a lovely hotel. Unless you need anything, you’re just left in peace which is what we really wanted for this weekend. The room was spacious, comfortable and immaculate. We were surprised that it wasn’t just a shower room but there was a … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Definitely book with confidence if you are attending an event at Wembley Stadium, or any time. What a great hotel and you can’t get closer to the stadium. The staff we all professional and attentive. A special mention to Lisa (the Welsh … Read more",5/5
Premier Inn London Wembley Stadium hotel,"This Premier Inn is located directly beside the Wembley Stadium. The location is great - many places to eat , go shopping and enjoy live are nearby. The underground is 10 minutes to walk. … Read more",5/5
Premier Inn London Wembley Stadium hotel,Does what it does well. I got a Premier Room deal for just £71 which was good value. Hotel is efficient and clean. Comfortable room. Basic but decent bathroom. Had a basic Caesar Salad - too much lettuce and lacked other salad item plus a … Read more,4/5
Premier Inn London Wembley Stadium hotel,Took an extra 40 minutes to get into my room because they needed to clean it ( was busy tho so not to fussed) but when we got into the room there were sweets under the bed and a dirty mirror. I wouldn’t be to fussed but they took extra time … Read more,3/5
Premier Inn London Wembley Stadium hotel,The hotel is next to the wembley stadium and just a few minutes away from wembley arena. The next tube station is about 10 walking minutes away. There are supermarkets and restaurants in a 5 minute walking distance. … Read more,3/5
Premier Inn London Wembley Stadium hotel,"Situated right next to Ovo Wembley Arena and adjacent Wembley Stadium Station, mainline Station to Marylebone Station, and onwards via Bakerloo line
If you are on the Bakerloo line to Wembley, please note Wembley Central is … Read more",5/5
Premier Inn London Wembley Stadium hotel,"First time staying in a Premier Inn (EVER). Was recommended by my mum & I have not been disappointed!! Spacious rooms, shower over bath (just in case you want to soak those aches away after a long day), spotlessly clean & the bed... Oh my … Read more",5/5
Premier Inn London Wembley Stadium hotel,"We went to London to see a concert at Ovo Theater. Check in went well. We had a room on the 4th floor. You have to use your room key to take the elevator. There is also another door you have to use it to get to the rooms. The room is small, … Read more",5/5
Premier Inn London Wembley Stadium hotel,"This may well be the very worst hotel I've ever stayed in! I say this mostly because of their deceptive practices of not informing customers of ongoing problems that will certainly negatively affect one's stay. For example, the hotel was … Read more",1/5
Premier Inn London Wembley Stadium hotel,"Always had nice rooms here - recently decided to stay in the new premier plus rooms. Unfortunately, room was unclean, no fridge as advertised & coffee machine didn't work at all. Considering the main reason for the room was the fridge and … Read more",2/5
Premier Inn London Wembley Stadium hotel,"We stayed here last night for Coldplay, perfect location for Wembley stadium! As the title of the premier inn would suggest 👍🏻 … Read more",5/5
Premier Inn London Wembley Stadium hotel,"They had lack of housekeeping people after certain time.
The radiator in the room constantly made sounds, feels like someone was inside air duct all the time. … Read more",3/5
Premier Inn London Wembley Stadium hotel,Booked for dinner staff were dismissive took no notice of us waiting by the sign when we did get their attention told us to go to the bar explained that we had a table booked we were told to find a table. No menus given no explanation of … Read more,3/5
Premier Inn London Wembley Stadium hotel,They changed the checkin times to 4pm our event we were watching was at 3pm. The bar wasn't open until 4pm and then it was limited when we got got from our event in the clothes we turned up in.. I have stayed here before and never had an … Read more,2/5
Premier Inn London Wembley Stadium hotel,"Dear Denis
A few months ago, you at the reception helped me. (cause my panic) This was the … Read more",5/5
Premier Inn London Wembley Stadium hotel,"A great, low budget hotel. The staff are helpful and the price is very fair. The rooms are always clean and everyone seems to keep to themselves here - I have never experienced any problems and have stayed here >20 times. Premier inn is so … Read more",5/5
Premier Inn London Wembley Stadium hotel,Booked Premier inn Wembley for my parents as they usually stay at this hotel when visiting London. … Read more,1/5
Premier Inn London Wembley Stadium hotel,"I've stayed at quite a few premier inns, and mostly, Wembley stadium is as you would expect. Clean rooms, everything you usually find in the rooms.
The restaurant staff were friendly and the food was always good. … Read more",3/5
Premier Inn London Wembley Stadium hotel,"Bed sheets, duvet and pillows were dirty, asked someone at reception to get everything changed and I came back an hour later for her to tell me in an annoyed tone that housekeeping said nothing was dirty but we took pictures as proof to … Read more",2/5
Premier Inn London Wembley Stadium hotel,Love staying at this premier inn. Great location and as its pretty new its got a great modern look to it. There are drink and ice cream vending machines located in the reception and the bar and restaurant are also next to reception. Rooms … Read more,5/5
Premier Inn London Wembley Stadium hotel,"Not the first and not the last time staying here. Super conveniently located, within a short walking distance to Wembley, local amnesties and Underground station. Hotel is located in a quite vicinity of mighty Wembley Stadium. Always clean … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Great hotel, new build, extremely clean, nice staff, larger than average TV. Only gripe is the fixed overhead shower (no hose). There also is no fridge. But it is one of the better Premier Inns I've stayed in - if not THE best. Great … Read more",4/5
Premier Inn London Wembley Stadium hotel,"I have stayed here three times over the last year and every visit has been great. The staff are very friendly and helpful, the food in the restaurant was lovely and the rooms are exceptional - especially the ones overlooking the stadium … Read more",5/5
Premier Inn London Wembley Stadium hotel,The hotel was perfect for our visit to Wembley. The staff were friendly and extremely helpful. The room was spotless and spacious and the bed was very comfortable. The bathroom was also spotless and a very good size with a great shower - … Read more,5/5
Premier Inn London Wembley Stadium hotel,"After driving down from Manchester we arrived at the hotel at 10am, even though you can't normally check-in until 3pm there were rooms already cleaned so they let us check in straight away! Thank you to the friendly helpful staff! The … Read more",4/5
Premier Inn London Wembley Stadium hotel,"Would love to give more than 5 stars..
It was one of the best hotels…. If not the best hotel I’ve ever stayed in.
Let’s start with the employees: they’ve been very friendly and competent. … Read more",5/5
Premier Inn London Wembley Stadium hotel,"I was with my Family 3 Days in this beautiful Hotel and it was more than nice. The employees were really friendly and the rooms were clean and comfortable . I enjoyed the time there ,and can only say if someone is planning to do a holiday … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Location and room nice but staff ruin it.
Was there 5 days, no cleaner visit to room so no fresh towels, cleans cups or emptying of bins. … Read more",1/5
Premier Inn London Wembley Stadium hotel,"Not happy at all, 2 nights booked at Wembley Central through the company including breakfast and £25 meal allowance for an evening meal Christmas and boxing day while working away, only to be told the restaurant was closed due to technical … Read more",1/5
Premier Inn London Wembley Stadium hotel,Had am enjoyable stay. Room was a good size and bed was comfortable. Great view over Wembley. Restaurant was very good. Great service and lovely food. Very well situated for the designer outlet and only about a 15 minute walk to the … Read more,5/5
Premier Inn London Wembley Stadium hotel,"Attended a conference in London, so booked a room for one night. Location is excellent with walking distance to the tube station. It's very clean and everything is modern. They even had self check in machines where you can get key cards for … Read more",5/5
Premier Inn London Wembley Stadium hotel,"No parking, a very expensive multi storey close by though. Check in robotic and not welcoming but the room was fantastic, absolutely gorgeous. Restaurant service was very bad indeed and the quality equally bad, the meal took 50 minutes to … Read more",4/5
Premier Inn London Wembley Stadium hotel,Do not stay in this hotel. They have separate treatment of Indians and rest of people. They don’t clean rooms even after informing them prior in morning by 8am. Manager name Matzer was rude and arrogant and not helpful. This manager not … Read more,1/5
Premier Inn London Wembley Stadium hotel,"The hotel was great, the room was basic but was okay for what I wanted. The only thing I was disappointed with was the food for breakfast. Some cooked items were dried up and tough because it had been left under the heater for too long. The … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Me and my wife stayed here for two nights and absolutely loved it. It's a really nice, clean and comfortable hotel. … Read more",5/5
Premier Inn London Wembley Stadium hotel,"The bed was very hard and uncomfortable. There are marks all over the walls and there was a bit of food left on the worktop under the telly. And to top it off, we go down for breakfast at 10am only to be told it closes at 10am, but it … Read more",1/5
Premier Inn London Wembley Stadium hotel,"A fantastic place to stay, easily within reach of public transport straight into central London. The London Designer Outlet and Wembley Stadium virtually on the doorstep, plenty of shops and restaurants. … Read more",5/5
Premier Inn London Wembley Stadium hotel,"I've stayed at other Premier inns and always had a great experience, but at this one not so much. The door closing of the rooms was incredibly loud and you could hear people in the room above you walking around. The hotel seemed very new, I … Read more",1/5
Premier Inn London Wembley Stadium hotel,"This hotel is within walking distance of wembley stadium, London Designer outlet and wembley Park area
The staff are welcoming and very helpful. … Read more",5/5
Premier Inn London Wembley Stadium hotel,Seems better than other local hotels but as we found in this area the service overall seems poor this is from nearby shops to restaurants to the hotel its self. We have placed an official complaint in as we was treat disrespectfully by one … Read more,2/5
Premier Inn London Wembley Stadium hotel,"Excellent location. Close to tube station and shopping centre with lots of dining options.
Comfortable night sleep. … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Clean, comfy and competitive pricing with friendly staff and a stones throw from Wembley. The only reason I didn't give 5 stars was the checking in process was a bit of a joke. The self check in didn't work, and the people on the desk … Read more",4/5
Premier Inn London Wembley Stadium hotel,"This Premier Inn is at Wembley Park by Wembley Stadium itself, this is the new premier inn. There's another as soon as you come out of the station which from reviews I have read is older , apparently more expensive & needs updating. … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Pros :great location, comfortable beds, helpful front desk staff, and lovely breakfast.
Personal pros: the best poached eggs, helpful and friendly female chef. … Read more",4/5
Premier Inn London Wembley Stadium hotel,Stayed here for 2 nights and found all the staff to be amongst the best we have had in any other premier inn we have stopped at. The food was ok and the rooms were very clean. It is also well positioned near to stadium as well as the sse … Read more,4/5
Premier Inn London Wembley Stadium hotel,As premier inn goes this one is not great. Position is fantastic. But staff are stretched. Toilets were not kept clean ran out of paper and soap. Bar ran out of beer. Food service slow and below standard. Chocolate Brownie sundae had a tea … Read more,2/5
Premier Inn London Wembley Stadium hotel,"Thought I would try again at this well placed Inn,only to be let down again,front desk aside,the service is terrible.
Rooms are dated and my Aircon wouldn't go cool, even after letting the front … Read more",3/5
Premier Inn London Wembley Stadium hotel,This Hotel was great. Comfortable King-size Beds and enjoyable breakfast made this a delightful stay. … Read more,5/5
Premier Inn London Wembley Stadium hotel,"We normally stay in Staines to do Merlin theme parks, and thought we would mix it up and stay here for a night. It was nice staying across from Wembley stadium and were lucky to get a room facing it. We did the Designer outlets and managed … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Stayed here on business in January, staff very attentive and very clean front of house and rooms. Food and bar area great as always i have found in Premier Inn. … Read more",5/5
Premier Inn London Wembley Stadium hotel,"Quite a new hotel so all nice and new in working order, we stayed at family room small but quiet for 3 of us we had a double bed, a single and an extra 3rd one the extra one is a quite hard but the other two quite fluffy and comfi, have all … Read more",5/5
Premier Inn London Wembley Stadium hotel,It's a Premier Inn. That means comfortable beds good breakfast and polite staff. … Read more,4/5
Premier Inn London Wembley Stadium hotel,"Friendly staff, who still under training. Very clean and tidy place given that it's all still brand new.
Very close to the iconic Wembley Stadium also to the SSE Arena and the London … Read more",5/5
Premier Inn London Wembley Stadium hotel,Rude staff with terrible accent and looked very untidy dressed. Terrible welcome and food was cold and slow service and had hair in my food and the juice was watered down and the room wasny clean when I arrived their were stains on my bed … Read more,1/5
Premier Inn London Wembley Stadium hotel,"Fine hotel close to Wembley stadium. We had the full English breakfast, with good quality and choises.
If you just need B&B then this is not a bad place … Read more",2/5
Premier Inn London Wembley Stadium hotel,Good location in the shadow of Wembley stadium (if that's your reason for being there). … Read more,5/5
Premier Inn London Wembley Stadium hotel,Wonderful staff especially the tall well dressed man we didn't get his name. One of the nights we stopped I wasn't feeling too good and couldn't eat the food but he did everything he could to see if I was ok and even remembered 2 days after … Read more,5/5
ibis London Wembley,Hotel was very clean and well laid out. Room was spacious and comfortable. Breakfast had a good selection and regularly topped up with fresh food. Fresh fruit salad was a personal favourite and nice to see. … Read more,5/5
ibis London Wembley,"Had been contacted at work on the day of the visit to ask if I could swap for a double. Needed a twin and there were none available so asked why and was told the room was an accessibility suite due for maintenance work, but was not … Read more",2/5
ibis London Wembley,"Stayed a few times at the Ibis Wembley and I must say, it was a wonderful experience. … Read more",5/5
ibis London Wembley,"Well located to the Wembley Arena, where we were attending the function. Also closely located to the outlet stores. Staff were pleasant and room was clean. We were on the 14th floor and there was work being done in the staff lift area. … Read more",3/5
ibis London Wembley,"Stayed 4 nights here. We like Ibis hotels, but this one is quite big and can be a bit crowded at breakfast and noisy. The reception desk is very small and there seem to be students working all throughout the hotel. Music is loud in the … Read more",3/5
ibis London Wembley,"The bathroom was very much like the corner toilet on a Virgin train but the bed was comfortable, the staff were lovely, the bar wasn't extortionate and it is right next to the outlet, the stadium and the arena. Short walk to Wembley Park … Read more",4/5
ibis London Wembley,"Great place! Me and my mother visited London for a concert in the OVO arena, Wembley. The hotel is in very close proximity to both the arena and the Wembley stadium. Customer service was amazing. The people at the front desk were super nice … Read more",5/5
ibis London Wembley,Visited for Wembley match. The location is absolutely fantastic. Close to wembley and tube. Staff were super friendly and helpful. … Read more,5/5
ibis London Wembley,"Nice but rooms are not as spacious as Travelodge. Only one lift was operating during our stay, it took approx 10 - 15 min to get into the lift for the ground floor. … Read more",5/5
ibis London Wembley,A very organised and well-run service. The rooms are pretty high standard and the breakfast is great. The customer service and general helpfulness of all staff is second to non. I really liked it and would like to go again. … Read more,5/5
ibis London Wembley,We booked a twin room and going to Wembley stadium for a def leppard concert. The staff at the ibis Wembley are very friendly and helpful. The room was cleaned to high standards. The room is comfortable the beds were lovely and the … Read more,5/5
ibis London Wembley,"Stayed there out of necessity rather than choice because everything else was booked. Not the best spot & definitely could use a lot of improvement. For starters, bed sheets were never changed in three nights of stay, washroom was pretty … Read more",1/5
ibis London Wembley,"Tiny rooms if you're a family, tiny Windows make it even worse. Though the place is quite clean. Just next to Wembley stadium and tube makes the location quite attractive. However, if you wanna use busses you have to walk like for 5 mins. … Read more",4/5
ibis London Wembley,Decent twin room. Small bathroom. Did have a day when there was no hot water but took a few hours to get resolved. Staff are nice but room service is very variable. One day it was at noon another time it was around 10. Only 1 small bin in … Read more,4/5
ibis London Wembley,I have been there last year so the review might me a little outdated but nonetheless I think I am qualified to rate this accordingly. … Read more,4/5
ibis London Wembley,"The hotel property is at a convenient location and 200 meters away from the Wembley Stadium. However, this is a pocket friendly and budget hotel. Please look up Accor group for ibis hotel offers or on any digital travel and tourism website. … Read more",5/5
ibis London Wembley,"The location of the hotel is good near Wembley Stadium if you are going on a concert/ football game . We have stayed in many Ibis hotels around the world and they are good and budget really, basic. … Read more",4/5
ibis London Wembley,"It did exactly what we wanted it for.
In general the hotel is quite basic but this is what you expect from Ibis. … Read more",4/5
ibis London Wembley,"I recently stayed at the Ibis Wembley for three nights at the beginning of September, and I must say, it was positive experience, everyhing was just right. … Read more",5/5
ibis London Wembley,It was a short break so we were not after any luxury. The room was just enough for 2. Clean and reasonably comfortable. Due to the nearness to the train station we had to sleep with the window closed as otherwise it was too noisy at night. … Read more,4/5
ibis London Wembley,Excellent location for Wembley Stadium and right next to the train station. The hotel was well managed and all the staff we had contact with were all very polite and helpful. We particularly liked the extra security on match day which … Read more,5/5
ibis London Wembley,"Very courteous service.England Continental breakfast is great with good money value.
Hote'ls location is excellent and worth mentioning. … Read more",5/5
ibis London Wembley,"Staff was nice, friendly and helpful.
Quiet area.
Location is 2min walk from wembley stadium. … Read more",5/5
ibis London Wembley,We stayed at Ibis Wembley as we were going to The Weeknd concert on 18th August 2023. … Read more,5/5
ibis London Wembley,"It was a lovely stay. Good location and good rooms for me and my family. I was happy to know that some of the stuff new my home language that is hindi. I was so comfortable to communicate with them. Amazing service by Fiona, Fouad and Steve … Read more",5/5
ibis London Wembley,"Very nice hotel, highly impressed with all amenities, but I will like to mention in particular the names of Fouad and Fiona for extremely good behaviour and courtesy with very very helpful attitude. … Read more",5/5
ibis London Wembley,"700€ for 5 night trashed, the room was ugly for the price and every time ( i swear every single time ) that we tried to open we couldn’t because the card unmagnetized making us wasting 20m each time ( to go downstairs, tried 1 time to … Read more",1/5
ibis London Wembley,"Visited this hotel of horror for a couple of nights. After hours of driving and being told there was on site parking, we got there parked up behind the hotel went in to check in to be told there isn’t parking on site it’s for staff only! I … Read more",1/5
ibis London Wembley,"Nice rooms with big bed and writing desk. An open closet available, but no safe. … Read more",4/5
ibis London Wembley,"The service and room were clean and functional-- just what you'd expect from a budget chain hotel. Maybe the room was a bit too warm, but no big deal. … Read more",3/5
ibis London Wembley,"Easy to get to, check in was easy and staff was very friendly. View was great. The room was simple, you get what you pay for, no mini fridge that charges you the second you open it (which I prefer). Bathroom was small but very space … Read more",5/5
