1699100864-166,"Vacation ❘ FamilyAmazing hotel! I am super impressed by the service. They made sure all the guests were satisfied with the service. Also, the location is great. Canary Wharf is a nice place but there aren’t many tourist attractions near it. I think lots of … Read moreAmazing hotel! I am super impressed by the service. They made sure all the guests were satisfied with the service. Also, the location is great. Canary Wharf is a nice place but there aren’t many tourist attractions near it. I think lots of business people go here since I see lots of business buildings and people going to work when I stayed at the hotel. The executive lounge is also pretty nice, definitely better than other hotel lounges i’ve seen. There were many breakfast options, it was pretty good I would say. Definitely a great option for a hotel near Canary Wharf.Rooms4.0Service5.0Location5.0Hotel highlightsGreat view · Quiet · Great valueNearby activitiesNot much to do around here. Mainly a business area.SafetyPretty safe area. I’ve seen some homeless people near the hotel in Canary Wharf, but it is completely fine.Report review",5
1699100864-167,"Business ❘ SoloRoom Service is very slow. It takes 3 to 4 reminders if you have requested for anything say, milk pouches.
Room keys are also a trouble. You just reach your room and got to know that keys … Read moreRoom Service is very slow. It takes 3 to 4 reminders if you have requested for anything say, milk pouches.
Room keys are also a trouble. You just reach your room and got to know that keys are not working, now you have to go back down to get this sorted.
For the price paid for the room, I expect good room service atleast. MARRIOTT has a good brand name,  so the service provided should second that.Rooms4.0Service2.0Location5.0Report reviewResponse from the owner2 weeks agoThank you for sharing your honest feedback with us. We hope to welcome you back in the future and regain your trust. Please feel free to reach out directly to discuss any areas for improvement.",3
1699100864-168,"Vacation ❘ FamilyI had a very pleasant stay here with my family. We stayed in a family room which was spacious by London standards and very well appointed. Super clean and comfortable with a lot of great amenities. We appreciated the thorough housekeeping … Read moreI had a very pleasant stay here with my family. We stayed in a family room which was spacious by London standards and very well appointed. Super clean and comfortable with a lot of great amenities. We appreciated the thorough housekeeping service every day, and the in-room Nespresso machine was a great touch. The only disappointment was the total lack of a view as our room overlooked a central courtyard. However, it was not a major problem for us as we were out sightseeing all day. Beds are extremely comfortable and our room was very quiet so we all slept well. From a family standpoint, the only thing missing at this hotel is a swimming pool.
We did try the hotel breakfast and there was a nice buffet as well as a la carte options. The dining room is nice and bright with a nice view of the surrounding area.
Service was always pleasant and courteous. While we were unable to check in a few hours early as we had hoped, staff did watch our bags while we went out.
The hotel location is convenient in the sense that it is close to multiple underground lines with easy access to Central London. However, it is in the somewhat sterile business area of Canary Wharf which is perhaps a bit less interesting for visitors. That said, there are some enjoyable walks, shops and restaurants nearby.
AlI things considered, I enjoyed my stay here and I would happily return in the future.Rooms5.0Service4.0Location4.0Hotel highlightsQuietReport reviewResponse from the ownera month agoThank you for your feedback. Much appreciated.",4
1699100864-169,"Vacation ❘ CoupleGreat area with restaurants and people but still quiet. The hotel was incredibly well staffed and friendly. We didn't have our kids with us this time but I was impressed with the little kid table in the lobby and kid books in the loungeRooms5.0Service5.0Location5.0Hotel highlightsGreat view · Quiet · Kid-friendlyReport reviewResponse from the ownera month agoThank you for your feedback, much appreciated.",5
1699100864-170,"Business ❘ CoupleMarriott Canary Wharf customer service was smoother than a jazz saxophone solo – service so suave it almost danced me to my room. Nestled there, the cozy embrace of comfort was a warm hug from hospitality heaven. … Read moreMarriott Canary Wharf customer service was smoother than a jazz saxophone solo – service so suave it almost danced me to my room. Nestled there, the cozy embrace of comfort was a warm hug from hospitality heaven.
But, oh, the bathroom saga! The cloth shower curtain waltzed straight out of a time warp, making me cringe like I'd stumbled onto a forgotten '80s dance floor. At just under £300, I am not sure if I expected a shower curtain? Maybe with a bit more pizzazz and a lot less time-travel potential.
Will I rekindle this love affair? Well, if Marriott can bid farewell to the curtain calamity, consider me checking in again. Until then, it's me, Marriott – we need to talk about your vintage taste in bathroom decor. #ShowerCurtainChronicles
Do not drive here. Hotel parking is limited. There are other places to park but it’s such tight spaces.Hotel highlightsGreat valueReport reviewResponse from the owner2 weeks agoThank you for sharing your honest feedback with us. We hope to welcome you back in the future and regain your trust. Please feel free to reach out directly to discuss any areas for improvement.",3
1699100871-171,"Vacation ❘ FriendsNot a bad place, reasonably priced. You have to purchase tokens to use the laundry room and they're ALWAYS out of tokens, they don't allow food or drink inside the buildings, the room keys have needed to be re-activated every single day … Read moreNot a bad place, reasonably priced. You have to purchase tokens to use the laundry room and they're ALWAYS out of tokens, they don't allow food or drink inside the buildings, the room keys have needed to be re-activated every single day we've been here (we've been locked out of the room several times), and all the bathrooms /constantly/ smell like sewage. No AC, but that might be the norm in London.
Despite all this, it's manageable. The courtyard is pretty, the fountains are nice, and the rooms are quirky with a purple theme.Rooms4.0Service2.0Location5.0Report reviewResponse from the ownera month ago Dear Guest,  Thank you so much for your review of our hostel. I am pleased to hear you enjoyed your stay with us. It's something our staff takes great pride in, so we value your feedback. We hope you will visit us again.   Kind Regards  Sara Safestay Holland Park",4
1699100871-172,"Vacation ❘ FriendsI had an amazing experience at Safestay hostels and hotels! The vibes were fantastic, creating a warm and welcoming atmosphere. The staff were incredibly friendly and always ready to help, which made me feel right at home. Not only was the … Read moreI had an amazing experience at Safestay hostels and hotels! The vibes were fantastic, creating a warm and welcoming atmosphere. The staff were incredibly friendly and always ready to help, which made me feel right at home. Not only was the stay affordable, but the quality of service and amenities exceeded my expectations. The cherry on top was the superb location, making it easy to explore the area. I can't wait to stay there again!Rooms5.0Service5.0Location5.0Hotel highlightsGreat valueReport reviewResponse from the owner2 months agoDear Guest, Thank you so much for your review of our hotel. I am pleased to hear you overall enjoyed your stay with us. It's something our staff takes great pride in, so we value your feedback. We hope you will visit us again.   Kind Regards Alex Badea Safestay Holland Park",5
1699100871-173,"SoloI travelled to 3 Countries in the United Kingdom and I stayed in hostels every where I went, safe stay is by far the most uncomfortable among all, the fact that you choose to charge for everything 🥺 just to keep my luggage to get something … Read moreI travelled to 3 Countries in the United Kingdom and I stayed in hostels every where I went, safe stay is by far the most uncomfortable among all, the fact that you choose to charge for everything 🥺 just to keep my luggage to get something at the mall for 4 hours I paid 6pounds each after staying at Ur facility for 5days. All other hostels I stayed I kept my bag uptill my flight time at no extra cost. You should atleast compensate for the difficulty in locating Ur place with something. I definitely won't come back here again whenever I come back to London. I wish I researched more, am sure I would have found a better place. To any that sees this review please have a rethink before booking this place especially if u will be arriving at night.Rooms2.0Service3.0Location1.0Nearby activitiesIts quite far from most of the attraction sites.SafetyI felt very unsafe trying to locate the hostel as it was surrounded by bushes.WalkabilityThe distance from the bus stop was quite alot😭 especially if u are carrying a big luggage.Report reviewResponse from the ownera week agoDear Guest,Thank you for taking the time to share your feedback. While I wish you had a better experience, it is feedback like this that we learn from and use to improve. We work hard to deliver an exceptional guest experience, and it's apparent in this case that we fell short. If you give us a chance to earn back your trust, I can assure you that we will do our best to give you the great hotel experience that so many of our guests have grown so fond of.Kind RegardsDoaa Reception team Safestay Holland Park",2
1699100871-174,"Definitely recommend because it's in beautiful Holland park in a great location. Service is generally good and chill people that were really helpful. There were cleanliness issues in the bathrooms and the checkout time is pretty un generous … Read moreDefinitely recommend because it's in beautiful Holland park in a great location. Service is generally good and chill people that were really helpful. There were cleanliness issues in the bathrooms and the checkout time is pretty un generous and they try to charge fees over every little thing. That's why I don't give it 5 stars but all in all great memories strolling through Holland park, listening to the symphony behind the hostel as I hung out with other guests in the courtyard. I would definitely love to come back.Rooms4.0Report reviewResponse from the owner2 months agoDear Guest,Thank you so much for your feedback regarding your recent stay with us. We are delighted that you enjoyed your stay and we hope to see you again in the near future.Kind RegardsSafestay Holland Park",4
1699100871-175,"Vacation ❘ SoloThe customer service here was not good. Not the worst I’ve seen but every single employee I dealt with seemed SO annoyed that they had to check me in or help with anything. Felt like that’s just how the whole establishment decided to treat … Read moreThe customer service here was not good. Not the worst I’ve seen but every single employee I dealt with seemed SO annoyed that they had to check me in or help with anything. Felt like that’s just how the whole establishment decided to treat people. No info on how the place works just here’s your key. Thin walls/noisy- bring headphones or ear plugs. The main reason I booked this one is because they have curtains on all the bunks! A must for me. Rooms are okay, no ventilation in ours. It was cold outside but hot stinky in the room. Mostly clean. They could use some better signage, it’s really hard to find if you come after holland park closes. (There’s a tiny, barely marked gate that’s the only way to get in) Breakfast is tiny with very few options for £8. They charge a “corkage fee” if you want to eat your own breakfast or snacks or drinks which is ridiculous considering their limited options. I’d suggest a hostel with a kitchen and less “nickel and dime-y”. I definitely wouldn’t stay again. Location is pretty great. 10 min walk to trains. Inside/Outside of 2 beautiful parks- one more recreational and one full of flowers and beauty. The hostel does feel safe (other than the walk to get there at night alone feels sketchy and secluded). They have key cards to access your building and your room. I appreciate that.Rooms3.0Service1.0Location4.0Report reviewResponse from the owner2 months agoDear Guest,Thank you for taking the time to share your feedback. While I wish you had a better experience, it is feedback like this that we learn from and use to improve. We work hard to deliver an exceptional guest experience, and it's apparent in this case that we fell short. If you give us a chance to earn back your trust, I can assure you that we will do our best to give you the great hotel experience that so many of our guests have grown so fond of.Sincerely,Alex",3
1699100871-176,"SoloGreat place to stay for location and vibe. Sheets on the bed were dirty, pillow was like a rock. When I arrived all the toilets were filthy, not all the doors locked and there was no toilet paper to be found. I would question when they were … Read moreGreat place to stay for location and vibe. Sheets on the bed were dirty, pillow was like a rock. When I arrived all the toilets were filthy, not all the doors locked and there was no toilet paper to be found. I would question when they were last clean from the state of them.
What makes this place great is its centrality affordability and the cool people staying there.
I can’t say much more about the amenities as I didn’t hang around long but in the morning the bathroom was still disguising however there was some toilet paper.
It’s a real shame as I would stay here again if it wasn’t for the cleanliness issues.Rooms1.0Service2.0Location5.0Report reviewResponse from the ownera month agoDear Guest,Thank you so much for your feedback regarding your recent stay with us. We are delighted that you enjoyed your stay and we hope to see you again in the near future.Kind RegardsAlex Badea General Manager Safestay Holland Park",3
1699100871-177,"This hostel is nestled inside Holland Park - which is a lovely small place.
The only reason I'm giving 3 stars for Location is that the walk to the metro is … Read moreThis hostel is nestled inside Holland Park - which is a lovely small place.
The only reason I'm giving 3 stars for Location is that the walk to the metro is a decent distance. Nothing unmanageable, but it is not as convenient as you might find elsewhere.
Bunks are comfy - and there are lockers in each room, though you will need a small padlock to lock them. Only ones of a specific size work, but if the ones you bring don't work they sell ones that do at the reception desk.Rooms4.0Service3.0Location3.0Report reviewResponse from the owner2 months agoDear Guest, Thank you so much for your review of our hostel. I am pleased to hear you enjoyed your stay with us. It's something our staff takes great pride in, so we value your feedback. We hope you will visit us again.   Kind Regards Alex Badea Safestay Holland Park",5
1699100871-178,"Vacation ❘ CoupleHostel that has private rooms or shared rooms. Had a private room. Comes with a safe and lock boxes in room. Bathroom had no hand soap though and the shower has a push button that must be held at all times to run the waterRooms4.0Service5.0Location5.0Hotel highlightsGreat valueReport reviewResponse from the ownera month agoDear Guest,Thank you so much for your feedback regarding your recent stay with us. We are delighted that you enjoyed your stay and we hope to see you again in the near future.Kind RegardsDoaaReception Safestay Holland Park",4
1699100871-179,"The private rooms are quite expensive for what they are and are just adequate. Clean, for one thing. The dormitory/hostel quarters may be well priced. Breakfast is poor, coffee undrinkable. The breakfast room, also available for work, etc., … Read moreThe private rooms are quite expensive for what they are and are just adequate. Clean, for one thing. The dormitory/hostel quarters may be well priced. Breakfast is poor, coffee undrinkable. The breakfast room, also available for work, etc., has TVs and annoying music on all the time.  But the location is beautiful. You can exit, turn right and enter Holland Park proper during the day.
It's easy to get confused trying to get there at night. From the Holland Park tube station, cross the street in front of you, turn left, cross the next street. After the first building, you will see Holland Walk on the right. Walk up the hill. After it levels off and veers left, watch for the Youth Hostel sign on the right and either use your key card to get in or press the button on the stainless steel box for reception to buzz you in.
For a better breakfast, try Boulangerie Paul a few storefronts to the left of the tube entrance.Rooms2.0Service2.0Location5.0Report reviewResponse from the owner2 months agoDear Guest,  Thank you for taking the time to share your feedback. I would like to start by apologizing to you for not meeting your expectations.  Again, thank you for sharing your comments, and if I can be of assistance to you, please contact me directly.  Sincerely,  Alex Badea  Safestay Holland Park",3
1699100871-180,"Vacation ❘ SoloThe location is beautiful, the building is nice.
This hostel had everything to be perfect BUT the place is the dirtiest I've ever stayed on, especially the bathrooms as they are only cleaned once a day at 10am … Read moreThe location is beautiful, the building is nice.
This hostel had everything to be perfect BUT the place is the dirtiest I've ever stayed on, especially the bathrooms as they are only cleaned once a day at 10am and the hostel is huge, so you can imagine.
Also, it feels like there's no management what so ever or if there is, they're very incompetent. On top of that, and although the staff is nice, they're not trained to deal with the public nor to work in hospitality.
Such a pity.Rooms1.0Service1.0Location3.0Report reviewResponse from the ownera month agoDear Guest,Thank you for taking the time to share your feedback. While I wish you had a better experience, it is feedback like this that we learn from and use to improve. We work hard to deliver an exceptional guest experience, and it's apparent in this case that we fell short. If you give us a chance to earn back your trust, I can assure you that we will do our best to give you the great hotel experience that so many of our guests have grown so fond of.Sincerely,",2
1699100877-181,"Besides the great location for connectivity on Elizabethan line, Heathrow express, trains and underground... the hotel can do a lot to improve. The staff are a very unfriendly bunch who has forgotten how to smile. I am made to feel I have … Read moreBesides the great location for connectivity on Elizabethan line, Heathrow express, trains and underground... the hotel can do a lot to improve. The staff are a very unfriendly bunch who has forgotten how to smile. I am made to feel I have interrupted their busy schedule when I am checking in and out.
The rooms are spacious and clean.
I stay in room 190.. the temperature control was not working and I had to spend the night with extra layers just to keep warm.Rooms3.0Service1.0Location5.0Report review",3
1699100877-182,"Business ❘ SoloFor a ""train station hotel"", this is not bad at all.  It's connected to Paddington Station so it's uber convenient. The room was nice and roomy while all the staff was super friendly and helpful. One thing I wish they'd do soon is to … Read moreFor a ""train station hotel"", this is not bad at all.  It's connected to Paddington Station so it's uber convenient. The room was nice and roomy while all the staff was super friendly and helpful. One thing I wish they'd do soon is to replace all shower curtains with shower door/glass.  That's probably the only negative feedback I have for them.Rooms5.0Service5.0Location5.0Hotel highlightsKid-friendly · Great valueReport review",5
1699100877-183,"Business ❘ SoloWas here for a business workshop on 19th Oct. Such a bad experience.
1. Workshop room thunderbolt not very well managed.
2. Limited availability of washroom where you have 5-6 meeting rooms in line. … Read moreWas here for a business workshop on 19th Oct. Such a bad experience.
1. Workshop room thunderbolt not very well managed.
2. Limited availability of washroom where you have 5-6 meeting rooms in line.
3. Dirty washrooms blocked sink
4. Choked toilets. Worst.
5. Less food options. Quality of food is good even on roadside. Pls pay good to chefs or replace them if you are paying well.
I would personally not recommend this for business activities.
ThanksService3.0Location4.0Report review",2
1699100877-184,"The hotel was a pleasant surprise. The staff was accommodating, the room was cozy, and the meals were delightful. Can't wait to revisit!Rooms4.0Service5.0Report review",4
1699100877-185,"Business ❘ FriendsVisited the Hilton London Paddington for a works meeting. The room that we used was vert well set-up. There was a good supply of coffee, teas and pastries and cakes in the morning and afternoon. Lunch time there was a good selection of hot … Read moreVisited the Hilton London Paddington for a works meeting. The room that we used was vert well set-up. There was a good supply of coffee, teas and pastries and cakes in the morning and afternoon. Lunch time there was a good selection of hot meals and a buffet with also various sweets and puddings. Overall it was a very good venue and we where well looked after.Rooms5.0Service5.0Location5.0Hotel highlightsLuxuryReport review",5
1699100877-186,"Vacation ❘ CoupleStayed for one night, room was ok but dated in areas and furniture and fittings very worn and in need of replacement. Some staff very helpful, others not really that interested in your query. Concierge was very good. Great location next to … Read moreStayed for one night, room was ok but dated in areas and furniture and fittings very worn and in need of replacement. Some staff very helpful, others not really that interested in your query. Concierge was very good. Great location next to the train/underground stations. Breakfast was good the next morning, very busy, but plenty to choose from.Rooms3.0Service4.0Location5.0Hotel highlightsGreat valueReport review",3
1699100877-187,"The place is iconic in terms of the location. But run down in all the other fronts. Not been in to the rooms but if the reception has lost it’s charm, one can only wonder!Report review",3
1699100877-188,"Vacation ❘ FamilyHad a really horrible experience including pests and slow/bad service from front desk. We had to change rooms at midnight due to the above and we had to fight with them for proper beds instead of roll on beds, there was a lot of repetition … Read moreHad a really horrible experience including pests and slow/bad service from front desk. We had to change rooms at midnight due to the above and we had to fight with them for proper beds instead of roll on beds, there was a lot of repetition as we were constantly directed to new people every day, and at the end of the day the rooms were old, dusty, and even smelly.Rooms2.0Service3.0Location5.0Report review",2
1699100877-189,"Business ❘ FriendsGreat old style and fashioned hotel in the core of London.
The old british style and flair of these hotel can be found as well in the old rooms. Some of the rooms need a renovation at some parts but thats quite normal … Read moreGreat old style and fashioned hotel in the core of London.
The old british style and flair of these hotel can be found as well in the old rooms. Some of the rooms need a renovation at some parts but thats quite normal for a hotel with this amount of guests. Service is modern und excellent, the guys really try to read your wishes from the eyes :)  i will get back here for sureRooms4.0Service4.0Location5.0Report review",4
1699100877-190,Business ❘ SoloNice former GWR Hotel very close to train station with good onward connections across London. There was noise outside my room window (trains or generator revving 24/7) enough to be annoying but not enough to go to the hassle of moving. Special mention to Ranesh at breakfast and Fatima at reception.Rooms4.0Service5.0Location5.0Report review,4
1699100883-191,Business ❘ SoloGreat location. Clean rooms. No plug sockets by the bed - big no no. Tv in room was very small. View was good and location was ideal for Boxpark and tube not to mention Wembley Stadium. Breakfast was decent but trying to have a drink in the … Read moreGreat location. Clean rooms. No plug sockets by the bed - big no no. Tv in room was very small. View was good and location was ideal for Boxpark and tube not to mention Wembley Stadium. Breakfast was decent but trying to have a drink in the evening was something to avoid. Staff serving taking as much time as possible and in no rush to serve the next person.  Could definitely improve in this area.Rooms3.0Service2.0Location5.0Hotel highlightsGreat valueReport review,3
1699100883-192,"Apparently ""Life is like a box of chocolates, you never know what you're going to get.” Unless you stay in a Premier Inn of course where everything is utterly predictable (and almost like Groundhog Day) … Read moreApparently ""Life is like a box of chocolates, you never know what you're going to get.” Unless you stay in a Premier Inn of course where everything is utterly predictable (and almost like Groundhog Day)
Big rooms, comfy beds and polite staff. Breakfast was good here too.
Only a 3 star in terms of quality though but you get what you pay for and this is much less than almost every other hotel in the area. Kettle and hairdryer a bit iffy in this one BTW.Report review",4
1699100883-193,"Business ❘ SoloHad stayed on the 4th floor and room was nice and clean great views staff was nice and friendly.
Bad bits water pressure was rubbish  no handle in the shower to grab to get om … Read moreHad stayed on the 4th floor and room was nice and clean great views staff was nice and friendly.
Bad bits water pressure was rubbish  no handle in the shower to grab to get om or out. Poor lightning  lack off sockets  around the bed.
Very very bad bits Site is not secured  and had the van broken into 2 twice and 4 others at the same time the barrier  isn't working so it's a free for all.
Would never stay their again due to the above.Rooms5.0Service5.0Location1.0Hotel highlightsGreat viewSafetysecurity  issues on site with contractors vehicles getting broken in to every niteReport review",1
1699100883-194,"Vacation ❘ FamilyOur family room was large, the beds were very comfortable and the view from the window was great. It was very clean, the people were very nice and we loved the breakfast! Also the location of the hotel in london was perfekt. The underground … Read moreOur family room was large, the beds were very comfortable and the view from the window was great. It was very clean, the people were very nice and we loved the breakfast! Also the location of the hotel in london was perfekt. The underground isn't far away and you can't get bored. All in all we really enjoyed the time and we have nothing to complain. It was the best hotel we could get for this price!Rooms5.0Service5.0Location5.0Hotel highlightsQuiet · Kid-friendly · Great valueRoomsVery clean and perfekt for me and my familyNearby activitiesYou can make a great and long walk around the hotel. You can take many photos and you have many stores and shops. Don't forget the wembley design Outlet and the Station that arn't far away.Food & drinksWe really enjoyed the breakfast in the hotel. The service was also great!Report review",5
1699100883-195,"Vacation ❘ SoloA great location for a Premier Inn. Just down the steps / lift at Wembley Park Station. Room was spacious and clean but a little let down by seemingly broken AC controls and a tiny and old TV in the room, otherwise was fine. Comfortable bed. Quiet too. In a 5G area too so great alternatives to the otherwise expensive WiFi options.Rooms5.0Service5.0Location5.0Hotel highlightsGreat view · Quiet · Great value …Read moreRoomsSpacious room and mostly modernised. Bathroom felt a little dated.Nearby activitiesLots of stuff going on at or near Wembley, food & drink, entertainment, shows and performances...WalkabilityCan access nearby locations via a ramp and lifts.Report review",5
1699100883-196,"We stayed here after a concert in Wembley and it was a great experience. We got a room on the Quiet floor and I would highly recommend it - definitely one of the quieter hotels I've stayed at. The check-in process was swift, and the receptionist Rupesh was very friendly and welcoming.Rooms5.0Service5.0Location5.0Report review",5
1699100883-197,"Vacation ❘ CoupleThe room was never cleaned and washed every day, obviously you had to go down to reception to report it. There was no minibar or water in the room. … Read moreThe room was never cleaned and washed every day, obviously you had to go down to reception to report it. There was no minibar or water in the room.
The building is very old - especially the lobby around the entrance and reception. The service was nothing to brag about. The hotel is next to Wembley Park station which is super ideal for people using the tube. I would not have stayed there again, very old hotel and not the best service.Rooms1.0Service1.0Location5.0Report review",2
1699100883-198,Vacation ❘ FamilyThe rooms were very clean and big. Very near to Wembley park station.The staff were very friendly. Especially praba and jacintha were very nice. Would definitely stay againRooms5.0Service5.0Location5.0Hotel highlightsGreat view · Quiet · Kid-friendly · Great valueReport review,5
1699100883-199,"Vacation ❘ FamilyGreat location 10 min walk from Wembley arena and London designer outlet.
Rooms Great for chilling ,sleeping.
Plenty around convenient for everything
Will definitely be backRooms5.0Service5.0Location5.0Hotel highlightsQuiet · Kid-friendly · Great value …Read moreNearby activitiesWembely arena and London designer outlet 10 min walk
Plenty of resraunts fast food , convenience storesWalkability10 min walk to arena and shopping center
Train Station right next to hotelNoteworthy detailsPlenty of prebookable parking on just park at great pricesReport review",5
1699100883-200,"Every single member of staff I came across was really friendly and helpful, which gives the place a good atmosphere. Thanks to all of them for making it such a nice stay.Rooms5.0Service5.0Location5.0Report review",5
1699100888-201,"Before I start, I think this hotel is amazing. The service was lovely and the location was awesome (next door to The O2). However........2 things which I didn't enjoy. 1) the room/corridor doors banged every time they were shut. People were … Read moreBefore I start, I think this hotel is amazing. The service was lovely and the location was awesome (next door to The O2). However........2 things which I didn't enjoy. 1) the room/corridor doors banged every time they were shut. People were returning all night which meant the doors were banging all night. 2) the pillows were far too soft. They took up so much space but had nothing too them. It was like I was being smothered. Apart from that, absolutely amazingRooms3.0Service5.0Location5.0Report review",4
1699100888-202,"Vacation ❘ CoupleThe hotel itself was incredible and the room was fantastic. The pillows were to die for. The location right next to The O2 is so convenient, not only for events there but also for the shops, restaurants and other entertainment. There’s just … Read moreThe hotel itself was incredible and the room was fantastic. The pillows were to die for. The location right next to The O2 is so convenient, not only for events there but also for the shops, restaurants and other entertainment. There’s just so much in there.
Although the receptionist was very nice and attentive, I was a bit underwhelmed by the service in the hotel bars. My partner wasn’t made to feel welcome and was made to feel embarrassed so quickly left. I was also disappointed with the quality of room service - specifically the pizza. For a high end hotel I expected far better quality food.
I would certainly stay here again, but would hope that we got luckier with the staff on shift if we were to visit the bars.Rooms5.0Service3.0Location5.0Hotel highlightsLuxury · Great view · High-techReport review",4
1699100888-203,"This hotel is superb choice for a great stay in London. They have delightful views of Canary Wharf and the River Thames. All that you need is a quick taxi ride into Greenwich to enjoy the London experience with countless restaurants, pubs … Read moreThis hotel is superb choice for a great stay in London. They have delightful views of Canary Wharf and the River Thames. All that you need is a quick taxi ride into Greenwich to enjoy the London experience with countless restaurants, pubs and shops. The staff is very hospitable. They even received us with a bottle of champagne and delectable macaroons. Afternoon tea at the 1st floor restaurant is A MUST. The full breakfast buffet is my personal suggestion…
you will get your money’s worth. Five stars is not enough to rate the experience. The only downfall is that the jacuzzi wasn’t really hot, but despite the fact, our experience was lovely. Thank you, Intercontinental!Report review",5
1699100888-204,"Stayed here midweek. - would recommend this as it’s quiet!
Staff were super friendly. … Read moreStayed here midweek. - would recommend this as it’s quiet!
Staff were super friendly.
Decor was beautiful in the lobby.
The spa was empty, pool area was clean! They have a steam room which was lovely.
Ordered breakfast in bed and had a beautiful view of our city!
Would definitely come back here again!Rooms5.0Service5.0Location5.0Report review",5
1699100888-205,"Business ❘ CoupleRecently stayed here for work and loved this hotel. We stayed in the apartment style rooms and it was great, really big room overlooking the river with everything you need if you did want to cook something. Breakfast was also amazing, lots … Read moreRecently stayed here for work and loved this hotel. We stayed in the apartment style rooms and it was great, really big room overlooking the river with everything you need if you did want to cook something. Breakfast was also amazing, lots of choice and very tasty. It was included with our booking but one of the best we’ve ever experienced. Staff were also super friendly and helpful.Rooms5.0Service5.0Location5.0Hotel highlightsLuxury · Great viewReport review",5
1699100888-206,"Vacation ❘ CoupleNice modern hotel.
Upscale feel to this reasonably priced hotel. … Read moreNice modern hotel.
Upscale feel to this reasonably priced hotel.
Club lounge food and drink very good with a nice range of self pour spirits.
Excellent spa - jacuzzi, nice sized pool, sauna, steam room and comfortable loungers. Very well equipped changing rooms with swim suit ringers and complimentary fruit infused water.
Well equipped gym with complimentary water and fruit.
Excellent restaurant (reviewed separately).
Well equipped rooms - some with excellent river views.
8.5/10 would recommendRooms5.0Service5.0Location5.0Hotel highlightsLuxury · Great view · Romantic · High-techReport review",5
1699100888-207,"This is one of the best all around hotels I have ever stayed at. From the moment we stepped into the hotel we were seen to with a warm and friendly smile. They were so welcoming at all the various desks and services. … Read moreThis is one of the best all around hotels I have ever stayed at. From the moment we stepped into the hotel we were seen to with a warm and friendly smile. They were so welcoming at all the various desks and services.
The room was beautiful very clean and comfortable.
Being a kosher consumer they took care at breakfast to make sure I had what to eat.
Anytime we had a request they were there within 5-10 minutes and being a very large hotel that is very impressive.
This hotel is adjacent to the O2 arena which has loads of shopping and activities.
It’s a bit out of the downtown area as this is in canary wharf however I would stay here again in a heartbeat as the Tube is within 4 min walking distance. Two thumbs way up!!!Rooms5.0Service5.0Location4.0Report review+11",5
1699100888-208,"Vacation ❘ FamilyThe environment is very welcoming, neat and clean. I could make here a permanent home if I could afford it. Staff are very friendly, tolerant and professional.  The food and service are premium and great. Entertainment is basic no streaming … Read moreThe environment is very welcoming, neat and clean. I could make here a permanent home if I could afford it. Staff are very friendly, tolerant and professional.  The food and service are premium and great. Entertainment is basic no streaming service. There are no microwave or fridge in the suite that we stayed in. The mini bar was well-stocked and as usual over overpriced(yes, over over). It is situated in an excellent location with easy access to trains, buses and a mall. I highly recommend staying here when in London if you can afford to.Rooms5.0Service5.0Location5.0Hotel highlightsLuxury · Great view · Romantic · Quiet · Kid-friendly · High-techRoomsThe rooms are spacious, neat and extremely clean. You can move around without bumping into furniture.Nearby activitiesO2 arena is close by which contain a cinema, a bowling alley and other great facilities.WalkabilityThe London Underground is just 2 mins away walking. You can get the Jubilee line which takes you into the heart of London out East of it.Report review",5
1699100888-209,"Vacation ❘ CoupleStayed here to see Blink-182. Staff was amazing. Location was amazing. Room was very nice. Just good people. Defo 5 stars. … Read moreStayed here to see Blink-182. Staff was amazing. Location was amazing. Room was very nice. Just good people. Defo 5 stars.
Edit: didn't even use all the facilities. If i had time I would have. Still the 5 Star standsRooms5.0Service5.0Location5.0Hotel highlightsLuxury · Quiet · High-techWalkabilityIt's like a 3 minute walk to the O2... what do you need? So good.Report review",5
1699100888-210,Vacation ❘ FriendsGreat stay in this lovely hotel. And the most EXCEPTIONAL service as we checked out from a staff member Talat. He was so interested to find out how our stay was and just so incredibly polite. An asset to the hotel.Rooms5.0Service5.0Location5.0Hotel highlightsLuxuryRoomsVery comfortableReport review,5
1699100893-211,"Vacation ❘ CoupleOh. My. God. I've just checked in and I utterly love this place. My flight was cancelled so I came back from the airport and booked an ensuite double room last minute. Oh. My. God. The place is so convenient, SUPERB LOCATION, great price, … Read moreOh. My. God. I've just checked in and I utterly love this place. My flight was cancelled so I came back from the airport and booked an ensuite double room last minute. Oh. My. God. The place is so convenient, SUPERB LOCATION, great price, room looks SO GOOD. Bathroom is gigantic. I went to the wrong pub down the road,phone in to ask info and the guy that checked me in later has been SO friendly and nice!! I love hostels but this is so good! I want to see a shared room next! The pub downstairs is lovely (reception open 24hrs for the hosteeeeeel), the garden is great, food is fantastic (tasty burgers). Bravo! Love Southwark and you guysRooms5.0Service5.0Location5.0Hotel highlightsGreat view · Quiet · Great valueRoomsLooking stylish and comfyNearby activities5 mins from Southbank/Riverside lovelyySafetySupersafe,not super busy in the evening,quiet and safe (don't worry if late at night it's not busy, it's ok)Walkability10 mins from main sightseeing point of viewFood & drinksHostel/pub offers food, a wide range of burgersNoteworthy detailsFriendly, 24 hrs reception, free WiFi, free luggage store, iron and ironing board, hairdryer for free :) late check out for £5Report review",5
